start,end,speaker,text
"00:33:27.650","00:33:29.410","4","Misalkan mau kasih bintang 3"
"00:33:29.410","00:33:30.110","4","Bintang 4"
"00:33:30.110","00:33:30.410","4","Itu"
"00:33:30.410","00:33:31.550","4","Tapi nggak ada"
"00:33:31.550","00:33:33.150","4","Tolak ukurnya ya"
"00:33:33.150","00:33:35.990","3","Kalau mau di otom"
"00:33:35.990","00:33:37.950","3","Kalau sekarang sih"
"00:33:37.950","00:33:38.490","3","Belum ya"
"00:33:38.490","00:33:39.170","3","Mas Hiram ya"
"00:33:39.170","00:33:40.770","1","Ya sebelum"
"00:33:40.770","00:33:42.870","1","Kalau otomatisnya itu"
"00:33:42.870","00:33:45.910","1","Nanti penilaian subjektif dulu"
"00:33:45.910","00:33:46.890","1","Di awal"
"00:33:46.890","00:33:49.050","1","Yang kemarin yang aku pikirnya"
"00:33:49.050","00:33:50.490","1","Perpertemuan"
"00:33:50.490","00:33:52.750","1","Dibikinkan penilaiannya"
"00:33:52.750","00:33:54.870","1","Jadi nanti dirata-ratakan"
"00:33:54.870","00:33:56.390","1","Di akhir gitu"
"00:33:56.390","00:33:59.850","1","Itu yang sih kemarin yang aku pikirkan"
"00:33:59.850","00:34:02.110","1","Ataupun mungkin"
"00:34:02.110","00:34:03.870","1","Tergantung dari"
"00:34:03.870","00:34:05.970","1","Inputan kayak gimana"
"00:34:05.970","00:34:08.030","1","Nanti kita bisa prosesin"
"00:34:08.030","00:34:09.150","1","Supaya bisa jadi trend"
"00:34:09.150","00:34:10.670","1","In fact"
"00:34:10.670","00:34:11.090","1","Begitu"
"00:34:11.090","00:34:20.870","4","Sebenarnya kalau"
"00:34:20.870","00:34:21.960","4","Di kami ya"
"00:34:21.960","00:34:23.590","4","Kalau untuk penilaian pelanggan itu ya"
"00:34:23.590","00:34:25.770","4","Yang biasa menjadi tolak ukur"
"00:34:25.770","00:34:26.530","4","Itu yang benar-benar biasa"
"00:34:26.530","00:34:28.310","4","Cara bayarnya"
"00:34:28.310","00:34:29.070","4","Misalkan di"
"00:34:29.070","00:34:30.420","4","Cara bayarnya kita"
"00:34:30.420","00:34:32.210","4","Setelah tagihan masuk"
"00:34:32.210","00:34:32.870","4","Maksimal"
"00:34:32.870","00:34:34.590","4","3 hari"
"00:34:34.590","00:34:35.960","4","Ternyata dia bayarnya"
"00:34:35.960","00:34:36.690","4","7 hari"
"00:34:36.690","00:34:38.550","4","Itu kan mengurangi penilaiannya"
"00:34:38.550","00:34:39.510","4","Terus yang kedua"
"00:34:39.510","00:34:40.250","4","Biasanya kalau"
"00:34:40.250","00:34:42.350","4","Harga yang kami tawarkan itu"
"00:34:42.350","00:34:43.070","4","Tidak nego"
"00:34:43.070","00:34:43.920","4","Tidak nego"
"00:34:43.920","00:34:44.810","4","Dan langsung berkontrak"
"00:34:44.810","00:34:46.290","4","Itu penilaiannya juga bagus"
"00:34:46.290","00:34:48.440","4","Kalau kita tawarkan harganya 10 ribu"
"00:34:48.440","00:34:49.920","4","Dia langsung oke"
"00:34:49.920","00:34:50.940","4","Dengan harga 10 ribu itu"
"00:34:50.940","00:34:51.890","4","Penilaiannya"
"00:34:51.890","00:34:52.890","4","Kategori"
"00:34:52.890","00:34:53.630","4","Sangat baik"
"00:34:53.630","00:34:54.230","4","Karena memang"
"00:34:54.230","00:34:56.050","4","Beratnya harganya itu"
"00:34:56.050","00:34:57.290","4","Masih sesuai dengan"
"00:34:57.290","00:34:58.550","4","Harapan kita"
"00:34:58.550","00:34:59.550","4","Tidak nego-nego lagi"
"00:34:59.550","00:35:00.090","4","Bahkan tidak"
"00:35:00.090","00:35:01.290","4","Tidak terlalu jauh"
"00:35:01.290","00:35:02.150","4","Itu sih biasa menjadi"
"00:35:02.150","00:35:04.150","4","Indikator penilaiannya"
"00:35:04.150","00:35:06.690","3","Nah yang penting"
"00:35:06.690","00:35:08.110","3","Fiturnya"
"00:35:08.110","00:35:09.170","3","Dimas Irham"
"00:35:09.170","00:35:09.830","3","Katanya kan"
"00:35:09.830","00:35:11.290","3","Tak jelasin untuk penilaian itu"
"00:35:11.290","00:35:11.750","3","Bisa"
"00:35:11.750","00:35:12.460","3","Key person"
"00:35:12.460","00:35:13.190","3","Key person"
"00:35:13.190","00:35:15.310","3","Bisa subjektif ya"
"00:35:15.310","00:35:16.460","3","Tadi secara manual"
"00:35:16.460","00:35:18.330","3","Nanti pada saat penilaian"
"00:35:18.330","00:35:20.290","3","Project"
"00:35:20.290","00:35:21.940","3","Dan pelanggannya"
"00:35:21.940","00:35:23.710","3","Itu"
"00:35:23.710","00:35:24.750","3","Maksud-maksud kan"
"00:35:24.750","00:35:25.550","3","Lewat perumusan yang"
"00:35:25.550","00:35:26.590","3","Standarnya kita ya"
"00:35:26.590","00:35:27.090","3","Maksudnya"
"00:35:27.090","00:35:28.250","3","Yang penting di mas"
"00:35:28.250","00:35:28.530","3","Irham"
"00:35:28.530","00:35:29.370","3","Muncul dulu"
"00:35:29.370","00:35:30.010","3","Itu dulu tuh"
"00:35:30.010","00:35:32.110","3","Muncul"
"00:35:32.110","00:35:33.030","3","Bahwa penilaiannya"
"00:35:33.030","00:35:34.030","3","Terhadap project"
"00:35:34.030","00:35:34.350","3","Dan"
"00:35:34.350","00:35:36.420","3","Pelanggan"
"00:35:36.420","00:35:37.530","3","Nanti"
"00:35:37.530","00:35:39.850","1","Inputannya"
"00:35:39.850","00:35:40.770","3","Inputannya"
"00:35:40.770","00:35:41.830","3","Untuk penilaian"
"00:35:41.830","00:35:42.980","3","Project dan pelanggan itu"
"00:35:42.980","00:35:44.630","3","Apakah bisa subjektif"
"00:35:44.630","00:35:45.590","3","Tadi"
"00:35:45.590","00:35:46.710","3","Klik manual"
"00:35:46.710","00:35:48.420","3","Dan data"
"00:35:48.420","00:35:49.270","3","Perumusan yang"
"00:35:49.270","00:35:50.650","3","Standarnya kita"
"00:35:50.650","00:35:51.550","3","Yang Masul"
"00:35:51.550","00:35:52.170","3","Biasa buat"
"00:35:52.170","00:35:53.440","3","Itu yang nanti"
"00:35:53.440","00:35:54.630","3","Kita informasikan ke Mas"
"00:35:54.630","00:35:56.590","3","Itu"
"00:35:56.590","00:35:57.670","3","Atau mungkin dari sekarang"
"00:35:57.670","00:35:59.070","3","Mau diinformasikan ke Mas"
"00:35:59.070","00:35:59.370","3","Irham"
"00:35:59.370","00:36:00.610","3","Cara penilaian kita"
"00:36:00.610","00:36:01.550","3","Rumutannya seperti apa"
"00:36:01.550","00:36:02.460","3","Itu bisa gitu"
"00:36:02.460","00:36:03.610","3","Jadi nanti"
"00:36:03.610","00:36:04.750","3","Bintangnya otomatis"
"00:36:04.750","00:36:05.730","3","Misal ada"
"00:36:05.730","00:36:06.670","3","Kan kita ada scoring"
"00:36:06.670","00:36:07.420","3","Ada kategori"
"00:36:07.420","00:36:07.810","3","Dan ada"
"00:36:07.810","00:36:09.090","3","Ada kategori juga ya"
"00:36:09.090","00:36:09.570","3","Masul ya"
"00:36:09.570","00:36:10.980","1","Ada baik"
"00:36:10.980","00:36:12.150","3","Sama istimewa"
"00:36:12.150","00:36:12.810","3","Misal istimewa"
"00:36:12.810","00:36:13.730","3","Berarti kan bintang 5"
"00:36:13.730","00:36:15.410","3","Baik berarti bintangnya 4"
"00:36:15.410","00:36:17.190","3","Nanti ada keterangan"
"00:36:17.190","00:36:17.530","3","Tapi"
"00:36:17.530","00:36:18.790","3","Penilaiannya kan"
"00:36:18.790","00:36:20.290","3","Kalau dari sisi kita"
"00:36:20.290","00:36:21.710","3","Terhadap project dan pelanggannya itu"
"00:36:21.710","00:36:23.230","3","Eh terhadap pelanggannya"
"00:36:23.230","00:36:24.350","3","Khusususnya terhadap pelanggannya"
"00:36:24.350","00:36:24.670","3","Adalah"
"00:36:24.670","00:36:26.650","3","Ada rumusannya gitu ya"
"00:36:26.650","00:36:27.070","3","Masul ya"
"00:36:27.070","00:36:27.890","4","Oh pelanggan"
"00:36:27.890","00:36:28.590","4","Oh ya terhadap"
"00:36:28.590","00:36:29.830","4","Ya ada rumusannya"
"00:36:29.830","00:36:30.310","4","Kalau kita"
"00:36:30.310","00:36:31.830","3","Ada indikatornya"
"00:36:31.830","00:36:33.610","3","Standar penilaiannya"
"00:36:33.610","00:36:35.210","3","Ya itu mungkin rumusannya"
"00:36:35.210","00:36:36.460","3","Bisa disampaikan aja nanti"
"00:36:36.460","00:36:37.610","3","Biar nanti Mas Hiram"
"00:36:37.610","00:36:39.090","3","Kasih fitur itu"
"00:36:39.090","00:36:40.770","3","Dan sudah ada"
"00:36:40.770","00:36:41.230","3","Ngeling gitu"
"00:36:41.230","00:36:41.750","3","Kesana itu"
"00:36:41.750","00:36:42.460","3","Bagus"
"00:36:42.460","00:36:47.350","4","Bisa sih"
"00:36:47.350","00:36:49.530","4","Ya"
"00:36:49.530","00:36:54.830","4","Setelah mungkin kontrak berhasil"
"00:36:54.830","00:36:55.480","4","Baru muncul"
"00:36:55.480","00:36:56.630","4","Pilihan itu"
"00:36:56.630","00:36:58.230","4","Kan kan kalau tidak berhasil"
"00:36:58.230","00:36:59.090","4","Itu tidak"
"00:36:59.090","00:37:00.390","4","Tidak perlu dinilai"
"00:37:00.390","00:37:01.530","3","Betul"
"00:37:01.530","00:37:02.960","3","Proyeknya harus berhasil dulu"
"00:37:02.960","00:37:04.650","4","Setelah kontrak berhasil"
"00:37:04.650","00:37:08.210","1","Baru lanjut ke menu"
"00:37:08.210","00:37:09.170","3","Penilaian"
"00:37:09.170","00:37:09.730","3","Penilaian"
"00:37:09.730","00:37:11.350","3","Betul"
"00:37:11.350","00:37:18.870","4","Mungkin sementara"
"00:37:18.870","00:37:19.910","4","Dijalankan aja dulu Mas"
"00:37:19.910","00:37:21.230","4","Yang tadi yang diminta Mas Fari"
"00:37:21.230","00:37:21.960","4","Kalau saya nanti"
"00:37:21.960","00:37:24.420","4","Saya buatkan sendiri apa-apa"
"00:37:24.420","00:37:25.150","4","Kategori nanti"
"00:37:25.150","00:37:26.210","4","Kirim ke Mas Samir"
"00:37:26.210","00:37:27.590","4","Tidak perlu"
"00:37:27.590","00:37:28.650","4","Seperti ini"
"00:37:28.650","00:37:29.750","4","Saya buatkan di"
"00:37:29.750","00:37:32.350","4","Supaya ini ada"
"00:37:32.350","00:37:33.290","4","Ada"
"00:37:33.290","00:37:35.730","4","Ada bayanglah"
"00:37:35.730","00:37:36.440","4","Seperti ini"
"00:37:36.440","00:37:39.050","4","Tolak ukurnya"
"00:37:39.050","00:37:39.890","4","Penilaiannya"
"00:37:39.890","00:38:02.150","3","Oke"
"00:38:02.150","00:38:02.370","3","Oke"
"00:38:02.370","00:38:02.910","3","Kalau cukup"
"00:38:02.910","00:38:03.810","3","Mas Sirham"
"00:38:03.810","00:38:04.570","3","Terima kasih banyak"
"00:38:04.570","00:38:05.370","3","Sama tim ini"
"00:38:05.370","00:38:06.940","3","Ada timnya"
"00:38:06.940","00:38:07.910","3","Dengan Pak Siapa"
"00:38:07.910","00:38:11.690","3","Siap Pak Rizky"
"00:38:11.690","00:38:12.330","3","Mas Rizky"
"00:38:12.330","00:38:13.070","3","Terima kasih banyak"
"00:38:13.070","00:38:13.770","3","Waktunya"
"00:38:13.770","00:38:15.810","3","Siap-siap Pak"
"00:38:15.810","00:38:16.250","","Terima kasih"
"00:38:16.250","00:38:17.250","3","Siap"
"00:38:17.250","00:38:18.510","3","Langsung ditindaklanjuti aja"
"00:38:18.510","00:38:19.290","3","Mas Sirham ya"
"00:38:19.290","00:38:20.350","3","Khususnya tadi"
"00:38:20.350","00:38:21.440","3","Yang proposal sama"
"00:38:21.440","00:38:22.980","3","Draft kontrak mungkin"
"00:38:22.980","00:38:25.940","4","Iya"
"00:38:25.940","00:38:27.290","4","Supaya lebih semangat kerjanya"
"00:38:27.290","00:38:28.050","4","Iya"
"00:38:28.050","00:38:29.150","3","Lebih profesional itu"
"00:38:29.150","00:38:30.530","3","Kita yang agak enak juga"
"00:38:30.530","00:38:31.050","3","Mas Sirham"
"00:38:31.050","00:38:32.370","3","Mas Sirham udah membuatkan"
"00:38:32.370","00:38:33.110","3","Mantap sekali"
"00:38:33.110","00:38:34.440","3","Kita udah bintang banyak ini"
"00:38:34.440","00:38:35.420","4","Belum ada apa-apa ini"
"00:38:35.420","00:38:36.050","4","Betul"
"00:38:36.050","00:38:36.690","3","Kita udah"
"00:38:36.690","00:38:37.870","3","Kita takutnya"
"00:38:37.870","00:38:38.420","3","Mas Zolim gitu ya"
"00:38:38.420","00:38:39.670","3","Mas Mas Dantim udah"
"00:38:39.670","00:38:40.910","3","Lembur ya kan"
"00:38:40.910","00:38:43.190","3","Kita gitu aja"
"00:38:43.190","00:38:43.980","3","Mas biasa sama-sama enak"
"00:38:43.980","00:38:44.650","3","Mas Agung"
"00:38:44.650","00:38:45.350","3","Masuk ini"
"00:38:45.350","00:38:46.420","3","Selat kau"
"00:38:46.420","00:38:49.890","4","Sorry-sorry"
"00:38:49.890","00:38:51.480","4","Baterainya Lopet"
"00:38:51.480","00:38:52.790","4","Baru kebuka"
"00:38:52.790","00:38:53.370","4","Ini baru"
"00:38:53.370","00:38:54.420","4","Masuk semua"
"00:38:54.420","00:38:55.420","3","Baterai HP"
"00:38:55.420","00:38:56.270","3","Atau batai orangnya"
"00:38:56.270","00:38:57.050","3","Ini Lopet"
"00:38:57.050","00:38:59.920","3","Enggak lagi jalan"
"00:38:59.920","00:39:00.440","","Ini bos"
"00:39:00.440","00:39:01.090","","Aman bos"
"00:39:01.090","00:39:01.870","3","Ya"
"00:39:01.870","00:39:02.530","3","Ya wes"
"00:39:02.530","00:39:02.870","3","Ya"
"00:39:02.870","00:39:04.510","1","Lanjut-lanjut"
"00:39:04.510","00:39:05.110","1","Silahkan"
"00:39:05.110","00:39:05.650","1","Siap"
"00:39:05.650","00:39:06.090","3","Siap"
"00:39:06.090","00:39:07.090","3","Ini udah"
"00:39:07.090","00:39:07.670","3","Mau selesai"
"00:39:07.670","00:39:08.330","3","Mas Agung"
"00:39:08.330","00:39:10.170","3","Intinya"
"00:39:10.170","00:39:11.190","3","Pokoknya mantap lah"
"00:39:11.190","00:39:11.750","3","Mas Agung"
"00:39:11.750","00:39:12.290","3","Pasti happy"
"00:39:12.290","00:39:13.480","3","Nanti lihat webnya"
"00:39:13.480","00:39:14.790","3","Mas Sirham"
"00:39:14.790","00:39:15.420","3","Tadi poinnya"
"00:39:15.420","00:39:16.460","3","Segera ditindaklanjuti"
"00:39:16.460","00:39:16.890","3","Itu aja"
"00:39:16.890","00:39:17.670","3","Mas Sirham"
"00:39:17.670","00:39:18.270","3","Dan mas"
"00:39:18.270","00:39:20.510","1","Jostis lah pokoknya"
"00:39:20.510","00:39:20.690","","Jostis lah pokoknya"
"00:39:20.690","00:39:23.310","3","Jostis ya benar"
"00:39:23.310","00:39:24.030","","Ya"
"00:39:24.030","00:39:25.940","3","Oke"
"00:39:25.940","00:39:27.090","3","Gitu Mas Sirham"
"00:39:27.090","00:39:29.130","1","Masih banyak"
"00:39:29.130","00:39:29.980","1","Pak Karim"
"00:39:29.980","00:39:30.650","1","Pak"
"00:39:30.650","00:39:32.530","1","Pak Karim"
"00:39:32.530","00:39:33.290","1","Pak Karim"
"00:39:33.290","00:39:36.750","3","Terima kasih"
"00:39:36.750","00:39:38.440","3","Liv ya"
"00:39:38.440","00:39:38.870","3","Pak"
"00:39:38.870","00:39:40.650","1","Assalamualaikum"
"00:39:40.650","00:39:41.590","3","Assalamualaikum"
"00:39:41.590","00:39:42.420","3","Assalamualaikum"
